HospitalName,AvgOutOfPocketCost,Latitude,Longitude
COLUMBIA MEMORIAL HOSPITAL,1083.101189,42.2463252,-73.7774232
JONES MEMORIAL HOSPITAL,1008.589794,42.122807,-77.950842
NEW YORK-PRESBYTERIAN HOSPITAL,4332.057351,40.7643316,-73.9542559
KENMORE MERCY HOSPITAL,1637.696792,42.9774735,-78.8804759
OLEAN GENERAL HOSPITAL,1300.50905,42.0902622,-78.4278055
NYACK HOSPITAL,1234.272963,41.0955288,-73.9260608
NORTH SHORE UNIVERSITY HOSPITAL,3069.81854,40.7745724,-73.7015369
PECONIC BAY MEDICAL CENTER,1516.61461,40.933763,-72.673831
"ST JOSEPH'S HOSPITAL, INC",766.122159,42.0917006,-76.7971345
BERTRAND CHAFFEE HOSPITAL,1072.154782,42.5092539,-78.658921
ONEIDA HEALTHCARE,1183.524297,43.0777388,-75.6540843
LENOX HILL HOSPITAL,2987.500298,40.7739303,-73.9608921
ROCHESTER GENERAL HOSPITAL,1913.284673,43.1927407,-77.5855935
ORANGE REGIONAL MEDICAL CENTER,1818.376749,41.4419177,-74.3680944
JACOBI MEDICAL CENTER,2855.858879,40.8556769,-73.8462363
ELMHURST HOSPITAL CENTER,2315.063257,40.7450814,-73.8857797
TLC HEALTH NETWORK,902.235185,42.558297,-79.1264171
BON SECOURS COMMUNITY HOSPITAL,1081.254832,41.3676722,-74.6818507
MARY IMOGENE BASSETT HOSPITAL,1327.070554,42.6956896,-74.9237289
ST JOSEPH'S HOSPITAL HEALTH CENTER,2521.506698,43.0559585,-76.1495044
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,2718.787993,40.7799905,-72.9772437
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",964.4166665,42.3741156,-77.2782591
ST JAMES MERCY HOSPITAL,1251.208868,42.3137289,-77.6604598
ELLIS HOSPITAL,2015.635457,42.8201212,-73.9165154
SAMARITAN MEDICAL CENTER,1099.198365,43.965183,-75.9141549
GOOD SAMARITAN HOSPITAL OF SUFFERN,1541.724871,41.1109348,-74.1350066
STATEN ISLAND UNIVERSITY HOSPITAL,2303.433866,40.5847591,-74.0859766
NORTHERN WESTCHESTER HOSPITAL,2445.917938,41.1921365,-73.7278985
EASTERN NIAGARA HOSPITAL,1227.496466,43.177731,-78.6715667
HIGHLAND HOSPITAL,2122.275971,43.1355317,-77.605817
NYU WINTHROP HOSPITAL,3097.594842,40.7406366,-73.6430449
MOUNT SINAI BETH ISRAEL,2785.907528,40.7326656,-73.9815974
"CORTLAND REGIONAL MEDICAL CENTER, INC",1026.482595,42.608842,-76.187635
SAMARITAN HOSPITAL,1568.956199,42.7340076,-73.6726737
GLEN COVE HOSPITAL,1588.391565,40.8711487,-73.6225297
"ST FRANCIS HOSPITAL, ROSLYN",2005.270249,40.804269,-73.6704524
MONTEFIORE NEW ROCHELLE HOSPITAL,2469.141017,40.9128806,-73.7873586
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,1899.126565,40.9399881,-73.0548336
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,1850.087309,43.1535741,-79.0325767
GLENS FALLS HOSPITAL,1394.03158,43.306833,-73.646615
FLUSHING HOSPITAL MEDICAL CENTER,2483.2891,40.7556207,-73.8156366
MAIMONIDES MEDICAL CENTER,2925.638809,40.639262,-73.9981537
LONG ISLAND JEWISH MEDICAL CENTER,2713.494602,40.753287,-73.7070635
CONEY ISLAND HOSPITAL,2130.368296,40.5856257,-73.9648706
CANTON-POTSDAM HOSPITAL,1022.342143,44.6765499,-74.9823091
SOUTH NASSAU COMMUNITIES HOSPITAL,2438.552953,40.6528352,-73.6305705
METROPOLITAN HOSPITAL CENTER,1922.461607,40.7852328,-73.945029
KINGSBROOK JEWISH MEDICAL CENTER,2188.199716,40.6593996,-73.9337766
KINGS COUNTY HOSPITAL CENTER,3111.681708,40.6566053,-73.9450693
CROUSE HOSPITAL,2095.956591,43.0414151,-76.1383371
BELLEVUE HOSPITAL CENTER,2144.986991,40.7390729,-73.9750165
ST ANTHONY COMMUNITY HOSPITAL,1335.729021,41.2613522,-74.3573313
ST JOHN'S RIVERSIDE HOSPITAL,1453.360589,40.96782,-73.8839324
CLAXTON-HEPBURN MEDICAL CENTER,1455.411229,44.691587,-75.499781
NYU LANGONE HOSPITALS,4263.874733,40.7421225,-73.9739642
"ROME MEMORIAL HOSPITAL, INC",1075.905113,43.2291604,-75.4423021
OSWEGO HOSPITAL,1062.514879,43.4540602,-76.5164232
ERIE COUNTY MEDICAL CENTER,5528.184331,42.9258562,-78.8317819
WYCKOFF HEIGHTS MEDICAL CENTER,2165.91577,40.704082,-73.9177493
SARATOGA HOSPITAL,1638.476114,43.0862373,-73.7976256
MASSENA MEMORIAL HOSPITAL,1105.204523,44.9363044,-74.9088519
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,1080.765859,41.9215394,-73.9987505
UNITY HOSPITAL OF ROCHESTER,1593.681486,43.1924954,-77.7052439
BROOKS MEMORIAL HOSPITAL,1698.663612,42.4800478,-79.3344978
QUEENS HOSPITAL CENTER,2242.762493,40.7171409,-73.8034702
ST MARY'S HOSPITAL ( TROY ),878.987878,42.7429592,-73.6761879
BROOKDALE HOSPITAL MEDICAL CENTER,2874.4311,40.6549132,-73.9126971
WESTCHESTER MEDICAL CENTER,3990.51045,41.086676,-73.8060649
AUBURN  COMMUNITY  HOSPITAL,1055.791632,42.9414702,-76.5646365
NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,2369.342005,40.6683276,-73.9798349
NICHOLAS H NOYES MEMORIAL HOSPITAL,1078.818152,42.552242,-77.698336
UPMC CHAUTAUQUA WCA,1266.498372,42.0912231,-79.2318984
HARLEM HOSPITAL CENTER,2261.44833,40.8141114,-73.939827
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,3702.004564,43.0422979,-76.1395979
ST ELIZABETH MEDICAL CENTER,1943.686595,43.0820061,-75.2663642
ST CHARLES HOSPITAL,1269.959113,40.9465654,-73.0609279
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,1223.368702,44.700423,-73.4699016
MERCY MEDICAL CENTER,1105.040204,40.6859597,-73.6334305
PHELPS MEMORIAL HOSPITAL ASSN,1378.433198,41.1087955,-73.8633419
ST LUKE'S CORNWALL HOSPITAL,1234.589655,41.5035869,-74.0144017
CLIFTON SPRINGS HOSPITAL AND CLINIC,931.5726211,42.9601279,-77.1366832
NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1287.537655,41.2927229,-73.8927941
COBLESKILL REGIONAL HOSPITAL,941.0976487,42.687036,-74.482092
HOSPITAL FOR SPECIAL SURGERY,6754.981527,40.7649072,-73.9523764
PUTNAM HOSPITAL CENTER,1082.153892,41.3858108,-73.6642563
NATHAN LITTAUER HOSPITAL,1551.893636,43.0695789,-74.3303823
CORNING HOSPITAL,953.653547,42.1358756,-76.969716
MERCY HOSPITAL OF BUFFALO,1984.336022,42.8475501,-78.8125785
STRONG MEMORIAL HOSPITAL,4909.239475,43.1218634,-77.6255539
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,2063.481923,40.6940832,-73.2943189
WHITE PLAINS HOSPITAL CENTER,1483.718245,41.0258774,-73.7696654
CAYUGA MEDICAL CENTER AT ITHACA,1162.194381,42.4690356,-76.5374431
PLAINVIEW HOSPITAL,2015.713496,40.775067,-73.4786688
ST JOSEPH HOSPITAL,1222.214344,40.7273221,-73.478879
UNIVERSITY HOSPITAL -  STONY BROOK SOUTHAMPTON,2372.750557,40.885121,-72.380301
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),6385.931766,40.6550034,-73.9442519
NORTH CENTRAL BRONX HOSPITAL,1814.657737,40.8804898,-73.8811238
CATSKILL REGIONAL MEDICAL CENTER,1107.480957,41.7093868,-74.7372731
UNIVERSITY HOSPITAL AT STONY BROOK,4716.370733,40.909791,-73.1161755
"UNITED HEALTH SERVICES HOSPITALS, INC",1828.398862,42.0881397,-75.9145967
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,3841.038,40.5985989,-73.7535776
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,1989.567254,40.6996948,-73.9425116
INTERFAITH MEDICAL CENTER,2489.736504,40.6783744,-73.9374075
ST BARNABAS HOSPITAL,2749.559295,40.853914,-73.8903914
ST CATHERINE OF SIENA HOSPITAL,1312.560506,40.8679327,-73.2231155
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,271.420751,42.8211105,-73.9150024
CAROLINAS HEALTHCARE SYSTEM NORTHEAST,3098.327268,35.4366434,-80.6020085
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,2500.362323,35.576583,-82.549222
NORTHERN HOSPITAL OF SURRY COUNTY,1587.042815,36.488967,-80.611891
HIGH POINT REGIONAL HOSPITAL,1717.398365,35.9628966,-80.01212
SCOTLAND MEMORIAL HOSPITAL,1817.643849,34.752905,-79.4677923
WAYNE MEMORIAL HOSPITAL,1940.479958,35.3977239,-77.9525029
RUTHERFORD REGIONAL MEDICAL CENTER,1566.048524,35.362384,-81.9659254
NOVANT HEALTH FORSYTH MEDICAL CENTER,1905.233848,36.0764435,-80.2965697
NOVANT HEALTH ROWAN MEDICAL CENTER,1491.209077,35.6815103,-80.4706215
HARRIS REGIONAL HOSPITAL,1361.182586,35.3853683,-83.2027428
MARGARET R PARDEE MEMORIAL HOSPITAL,1500.892339,35.3207468,-82.4677888
CENTRAL CAROLINA HOSPITAL,1005.387046,35.4689369,-79.1866809
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,2165.572831,35.3020407,-81.5368441
PARK RIDGE HEALTH,1636.289554,35.3897316,-82.4881453
SAMPSON REGIONAL MEDICAL CENTER,1317.932272,35.008338,-78.323393
UNC LENOIR HEALTH CARE,1535.631281,35.2903702,-77.5831411
CAPE FEAR VALLEY MEDICAL CENTER,1894.464946,35.0322842,-78.9335256
DUKE UNIVERSITY HOSPITAL,5976.541717,36.0014258,-78.9382286
CAROMONT REGIONAL MEDICAL CENTER,2439.271705,35.2717527,-81.1390362
CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,1782.559683,35.2414858,-81.3566989
IREDELL MEMORIAL HOSPITAL INC,1912.941135,35.799904,-80.878134
VIDANT MEDICAL CENTER,3632.369174,35.60757,-77.4038515
CALDWELL MEMORIAL HOSPITAL,1782.747411,35.9104686,-81.5353868
ONSLOW MEMORIAL HOSPITAL,1386.233191,34.7629986,-77.3851254
NORTH CAROLINA BAPTIST HOSPITAL,5487.031157,36.0896734,-80.2713468
NORTH CAROLINA SPECIALTY HOSPITAL,1763.871935,36.0428317,-78.8971115
SOUTHEASTERN REGIONAL MEDICAL CENTER,2116.919301,34.6370139,-79.0103993
WATAUGA MEDICAL CENTER,1422.156994,36.1983001,-81.6512812
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,1580.329337,35.2121739,-80.8244135
UNC ROCKINGHAM,1482.368557,36.4948886,-79.7381719
UNIVERSITY OF NORTH CAROLINA HOSPITAL,5591.464079,35.9034471,-79.0496504
WILKES REGIONAL MEDICAL CENTER,1486.186115,36.1592774,-81.1585558
COLUMBUS REGIONAL HEALTHCARE SYSTEM,1235.538127,34.3373471,-78.6948251
"WAKEMED, RALEIGH CAMPUS",2517.017731,35.784684,-78.5878628
ALAMANCE REGIONAL MEDICAL CENTER,1550.810127,36.06109,-79.502153
BETSY JOHNSON REGIONAL  HOSPITAL,1520.261362,35.3073087,-78.6350862
DUKE HEALTH RALEIGH HOSPITAL,1856.6344,35.8286765,-78.617966
CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,1735.258077,35.7266135,-81.6544068
CAROLINAS HEALTH CARE SYSTEM ANSON,1180.5,34.9777917,-80.1098805
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,1929.291139,35.8803774,-80.1114812
THE MCDOWELL HOSPITAL,1739.876479,35.6633499,-82.0282827
JOHNSTON HEALTH,1472.27821,35.5141538,-78.3339705
THE MOSES H CONE MEMORIAL HOSPITAL,2308.165989,36.0910599,-79.7872518
LEXINGTON MEMORIAL HOSPITAL INC,1701.368606,35.8055547,-80.2869426
HUGH CHATHAM MEMORIAL HOSPITAL,1266.058682,36.2619317,-80.8387058
CAROLINAS HEALTHCARE SYSTEM PINEVILLE,2161.717679,35.0919086,-80.8717997
VIDANT ROANOKE CHOWAN HOSPITAL,1401.562538,36.2855339,-76.994882
SANDHILLS REGIONAL MEDICAL CENTER,756.466667,34.9016124,-79.7085611
VIDANT EDGECOMBE HOSPITAL,1658.489015,35.9212265,-77.5556727
SENTARA ALBEMARLE MEDICAL CENTER,1237.716029,36.3233631,-76.2187776
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,3934.988432,35.2034162,-80.8385574
REX HOSPITAL,2223.368061,35.8174047,-78.7029017
FIRSTHEALTH MOORE REGIONAL HOSPITAL,1794.364879,35.2050674,-79.4566766
FRYE REGIONAL MEDICAL CENTER,1347.595715,35.7375114,-81.3370193
CAROLINAS HEALTHCARE SYSTEM STANLY,1414.206448,35.3644974,-80.1950037
VIDANT DUPLIN  HOSPITAL,1346.62251,34.9651262,-77.9619974
RANDOLPH HOSPITAL,1411.525593,35.711402,-79.8144409
WILSON MEDICAL CENTER,1241.396002,35.718497,-77.9451799
GRANVILLE HEALTH SYSTEMS,1458.351608,36.3267206,-78.5932918
LAKE NORMAN REGIONAL MEDICAL CENTER,1398.478902,35.5490677,-80.854179
CAROLINAS HEALTHCARE SYSTEM UNION,1875.655027,34.9756436,-80.5225735
CAROLINA EAST MEDICAL CENTER,1501.048467,35.1144026,-77.0670252
MARIA PARHAM MEDICAL CENTER,1499.920983,36.3309532,-78.4468633
MARTIN GENERAL HOSPITAL,1065.110632,35.839756,-77.073104
NEW HANOVER REGIONAL MEDICAL CENTER,1807.123879,34.206006,-77.9219862
CARTERET GENERAL HOSPITAL,1486.516843,34.7261058,-76.7551138
CATAWBA VALLEY MEDICAL CENTER,1656.578405,35.7138325,-81.267284
DAVIS REGIONAL MEDICAL CENTER,1458.066604,35.78,-80.89
CAROLINAS HEALTHCARE SYSTEM LINCOLN,1729.229191,35.4897762,-81.2029807
NASH GENERAL HOSPITAL,1742.163324,35.9762426,-77.8529959
NOVANT HEALTH MEDICAL PARK HOSPITAL,2543.671291,36.0789071,-80.2960965
HALIFAX REGIONAL MEDICAL CENTER INC,1495.169964,36.4322466,-77.6462744
DUKE REGIONAL HOSPITAL,2144.5121,36.0361504,-78.9009894
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1348.980537,34.0090173,-78.2906703
PERSON MEMORIAL HOSPITAL,1397.287671,36.4086729,-78.9853217
CAROLINAS MED CTR-UNIVERSITY,1718.296566,35.3066306,-80.7472512
WILMINGTON TREATMENT CENTER,962.1268515,34.1941245,-77.929468
NOVANT HEALTH MATTHEWS MEDICAL CENTER,1533.913416,35.1200788,-80.7140896
"WAKEMED, CARY HOSPITAL",1615.74385,35.7398559,-78.781976
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,1655.161672,35.4064495,-80.8601787
HAYWOOD REGIONAL MEDICAL CENTER,1346.642913,35.5259613,-82.9426477
VIDANT BEAUFORT HOSPITAL,1404.714712,35.5491719,-77.0378058
DAVIE MEDICAL CENTER,3410.794871,35.8995279,-80.572005
CAPE FEAR VALLEY HOKE HOSPITAL,2754.259627,35.0298847,-79.1072586
CHI ST ALEXIUS HEALTH,1428.220921,46.8076302,-100.777575
TRINITY HOSPITALS,1455.636514,48.2323592,-101.2880618
SANFORD,2621.11717,46.8849893,-96.7859409
SANFORD MEDICAL CENTER BISMARCK,2480.579681,46.8078863,-100.7823865
ALTRU HOSPITAL,1232.470204,47.9105352,-97.0681107
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,936.6489898,48.8434415,-99.7483567
ESSENTIA HEALTH FARGO,1330.2541,46.831384,-96.8277872
MERCY HOSPITAL ANDERSON,1660.517014,39.0856971,-84.348906
UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,1085.013095,40.8593469,-82.3091521
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",5589.042209,39.1374112,-84.5036728
RIVERSIDE METHODIST HOSPITAL,3238.51641,40.0306088,-83.0342918
SOUTHERN OHIO MEDICAL CENTER,1622.744019,38.7531509,-82.9777832
LIMA MEMORIAL HEALTH SYSTEM,1294.675434,40.7357599,-84.0857733
UNION HOSPITAL,1194.143688,40.526532,-81.4820653
MARION GENERAL HOSPITAL,1872.809435,40.5712085,-83.1289155
MOUNT CARMEL ST ANN'S,2019.865678,40.1139649,-82.9454504
WILSON MEMORIAL HOSPITAL,1227.471721,40.2878851,-84.179679
OHIOHEALTH O'BLENESS HOSPITAL,2220.167596,39.3279197,-82.1156224
"JEWISH HOSPITAL, LLC",2162.034752,39.2059813,-84.3810305
GRANT MEDICAL CENTER,3456.148829,39.9610926,-82.9909706
SUMMA HEALTH SYSTEM,2552.038669,41.0797049,-81.500858
FIRELANDS REGIONAL MEDICAL CENTER,1887.015762,41.4459948,-82.7101312
GREENE MEMORIAL HOSPITAL,1244.72222,39.700218,-83.927822
AKRON GENERAL MEDICAL CENTER,2334.390596,41.0785404,-81.5324647
WOOD COUNTY HOSPITAL,1361.684719,41.3753681,-83.6663452
GRAND LAKE HEALTH SYSTEM,1589.375853,40.5446062,-84.371141
MOUNT CARMEL WEST,2735.565926,39.9576067,-83.0210724
WOOSTER COMMUNITY HOSPITAL,1536.666445,40.820911,-81.9314013
ST VINCENT CHARITY MEDICAL CENTER,2865.498118,41.4962724,-81.6731893
GENESIS HOSPITAL,1963.729609,39.9744407,-82.0160864
KNOX COMMUNITY HOSPITAL,1401.046401,40.3983272,-82.4477769
PARMA COMMUNITY GENERAL HOSPITAL,1201.727619,41.3818498,-81.7313889
WAYNE HOSPITAL,1261.994187,40.0892163,-84.6343415
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,1213.411166,39.5122201,-84.7414515
UNIVERSITY OF TOLEDO MEDICAL CENTER,4411.080053,41.6166904,-83.6158441
MIAMI VALLEY HOSPITAL,2995.658335,39.7453831,-84.1856134
GOOD SAMARITAN HOSPITAL,2709.063665,39.787958,-84.2327833
HOLZER MEDICAL CENTER,1259.974232,38.8467618,-82.2377658
"STEWARD TRUMBULL MEMORIAL HOSPITAL, INC",1218.676717,41.2355028,-80.7983994
MERCY HOSPITAL FAIRFIELD,1455.39522,39.3126283,-84.5173035
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,1115.693427,40.480736,-84.639426
METROHEALTH SYSTEM,3675.558095,41.4622606,-81.697669
ST ELIZABETH YOUNGSTOWN HOSPITAL,2047.74488,41.114089,-80.656727
FISHER-TITUS HOSPITAL,1083.240832,41.2252529,-82.6035979
ST RITA'S MEDICAL CENTER,1370.555431,40.7411999,-84.1181147
TOLEDO HOSPITAL THE,1834.355147,41.6730403,-83.5949906
MERCY MEDICAL CENTER,1989.498804,40.8121341,-81.3962689
VAN WERT COUNTY HOSPITAL,1120.553813,40.8506464,-84.5787165
FAIRFIELD MEDICAL CENTER,1680.930441,39.717606,-82.5775809
FLOWER HOSPITAL,1296.885761,41.7088805,-83.6909492
UHHS RICHMOND HEIGHTS HOSPITAL,2717.681292,41.5807416,-81.4890916
ATRIUM MEDICAL CENTER,2227.702962,39.498552,-84.3144283
FAIRVIEW HOSPITAL,1809.256486,41.4501194,-81.8238665
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,1385.589768,41.1754827,-81.2493208
KETTERING MEDICAL CENTER,3963.32284,39.6975779,-84.1910137
EAST OHIO REGIONAL HOSPITAL,1165.751302,40.0985195,-80.7203156
MERCY ST CHARLES HOSPITAL,1468.275055,41.6354496,-83.4841539
EUCLID HOSPITAL,1239.768344,41.5984043,-81.5485
AULTMAN HOSPITAL,2873.309481,40.7959671,-81.4035536
OHIO STATE UNIVERSITY HOSPITALS,4798.70592,39.9953248,-83.0177565
SPRINGFIELD REGIONAL MEDICAL CENTER,2033.959051,39.9286179,-83.816308
LUTHERAN HOSPITAL,1768.382785,41.4873144,-81.707536
MERCY TIFFIN HOSPITAL,1306.239736,41.1037988,-83.2164181
ST LUKE'S HOSPITAL,1488.861621,41.5571451,-83.6816811
MEDINA HOSPITAL,1169.280035,41.137528,-81.8376065
MEMORIAL HOSPITAL,1305.813123,40.229531,-83.36773
BLANCHARD VALLEY HOSPITAL,1207.025928,41.01785,-83.651653
EAST LIVERPOOL CITY HOSPITAL,1348.79666,40.6218488,-80.5861388
LAKE HEALTH,1201.677493,41.6626866,-81.2470561
BELLEVUE HOSPITAL,1338.875619,41.2945924,-82.8788109
COSHOCTON REGIONAL MEDICAL CENTER,1208.913575,40.2710019,-81.8477934
MERCY ST VINCENT MEDICAL CENTER,5827.517449,41.6686144,-83.5429045
OHIOHEALTH MANSFIELD HOSPITAL,1474.721688,40.7525748,-82.5280879
COMMUNITY HOSPITALS AND WELLNESS CENTERS,1589.289993,41.4740703,-84.5571065
ST JOHN MEDICAL CENTER,1805.743003,41.4357599,-81.9437473
ASHTABULA COUNTY MEDICAL CENTER,1176.879642,41.8807114,-80.7945223
ALLIANCE COMMUNITY HOSPITAL,1603.571244,40.902548,-81.1026567
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,1968.158209,39.415506,-84.57263
GRANDVIEW HOSPITAL & MEDICAL CENTER,3170.026808,39.7698344,-84.2026957
GOOD SAMARITAN HOSPITAL,3801.103776,39.1400349,-84.5206727
UH CLEVELAND MEDICAL CENTER,4158.705401,41.5026637,-81.6210365
"STEWARD NORTHSIDE MEDICAL CENTER, INC",2794.619591,41.1352193,-80.6581825
MARYMOUNT HOSPITAL,1369.708401,41.4210153,-81.5983036
SOUTH POINTE HOSPITAL,1532.960295,41.4480003,-81.5373364
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,1214.842867,41.3662037,-82.0977321
MARIETTA MEMORIAL HOSPITAL,1359.535935,39.430606,-81.464544
POMERENE HOSPITAL,1878.673279,40.5651437,-81.9199748
SUMMA WESTERN RESERVE HOSPITAL,2619.610454,41.1334245,-81.5105512
AFFINITY MEDICAL CENTER,1752.486977,40.8065056,-81.5171865
DOCTORS HOSPITAL,3219.626435,39.953109,-83.13803
BELMONT COMMUNITY HOSPITAL,1455.985075,40.0302412,-80.7406858
SOUTHWEST GENERAL HEALTH CENTER,2017.941897,41.3688774,-81.8309271
MEMORIAL HOSPITAL,1255.774023,41.3392896,-83.1350362
ADENA REGIONAL MEDICAL CENTER,1779.698449,39.3962346,-82.9683385
ST JOSEPH WARREN HOSPITAL,1469.817675,41.2308581,-80.7770344
CHRIST HOSPITAL,3431.175005,39.1208511,-84.5085607
BERGER HOSPITAL,1632.619691,39.6103822,-82.9362382
MERCY REGIONAL MEDICAL CENTER,1403.275862,41.4359394,-82.2372774
UPPER VALLEY MEDICAL CENTER,1599.840203,40.0862043,-84.22993
CLINTON MEMORIAL HOSPITAL,1242.623422,39.4440198,-83.8393692
BETHESDA NORTH,2759.026066,39.2521028,-84.3411343
CLEVELAND CLINIC,3282.824617,41.502823,-81.621722
SALEM REGIONAL MEDICAL CENTER,1175.653008,40.9001638,-80.8324158
MADISON HEALTH,2719.113562,39.8924807,-83.4543884
UH GEAUGA MEDICAL CENTER,1167.163713,41.5089294,-81.1888754
MARY RUTAN HOSPITAL,1099.170748,40.3684299,-83.7572179
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1175.518595,40.041146,-81.577894
GRADY MEMORIAL HOSPITAL,1975.824376,40.305623,-83.089148
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,1826.65277,40.3546275,-80.6256273
LICKING MEMORIAL HOSPITAL,1328.760308,40.0482064,-82.4509117
HILLCREST HOSPITAL,1565.827101,41.5190462,-81.4356017
MERCY HEALTH - WEST HOSPITAL,1295.309436,39.179677,-84.6037696
MERCY HOSPITAL CLERMONT,1240.038089,39.0799246,-84.1446679
SYCAMORE MEDICAL CENTER,2426.695823,39.6375421,-84.248541
GLENBEIGH HEALTH SOURCES,816.3591967,41.672489,-80.85994
"WOODS AT PARKSIDE,THE",1064.00626,40.0271483,-82.8818534
BAY PARK COMMUNITY HOSPITAL,1403.054987,41.6207872,-83.4799506
THREE GABLES SURGERY CENTER,1567.34211,38.4390459,-82.3868528
MERCY ST ANNE HOSPITAL,1556.9035,41.6935557,-83.6257808
INSTITUTE FOR ORTHOPAEDIC SURGERY,4899.971643,40.6971707,-84.0875888
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,3464.952516,40.086618,-82.7906187
MERCY HOSPITAL OF DEFIANCE,1230.478928,41.2843919,-84.33944
MEDICAL CENTER AT ELIZABETH PLACE,1581.403228,39.7480894,-84.1994558
ST ELIZABETH BOARDMAN HEALTH CENTER,1275.972297,40.9944354,-80.6601313
DUBLIN METHODIST HOSPITAL,2459.549968,40.1013876,-83.1646727
CRYSTAL CLINIC ORTHOPAEDIC CENTER,4162.287424,41.0970955,-81.513524
SURGICAL HOSPITAL AT SOUTHWOODS,1405.58291,41.01547,-80.6558321
"WEST CHESTER HOSPITAL, LLC",1705.512523,39.3578671,-84.3676
"OHIO VALLEY MEDICAL CENTER, LLC",2098.174997,39.925385,-83.812816
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,1267.014717,41.4525846,-81.4951842
SOIN MEDICAL CENTER,1679.872831,39.7710585,-84.0628267
KINGS DAUGHTERS MEDICAL CENTER OHIO,2650.12069,38.7473,-82.9936
TRIHEALTH EVENDALE HOSPITAL,2731.904907,39.2515605,-84.4205528
CLEVELAND CLINIC AVON HOSPITAL,962.0273343,41.468939,-81.9818879
AVITA ONTARIO,951.4487185,40.7717947,-82.5935837
HILLCREST MEDICAL CENTER,1703.152442,36.1470601,-95.9681009
ALLIANCEHEALTH WOODWARD,1023.117125,36.4374176,-99.4003544
INTEGRIS MIAMI HOSPITAL,1023.517063,36.872886,-94.8803477
ALLIANCEHEALTH PONCA CITY,1282.681227,36.7247236,-97.0684996
NORMAN REGIONAL,2260.321049,35.2304361,-97.4392801
MERCY HOSPITAL EL RENO,1289.329381,35.5298741,-97.9804883
"MERCY HOSPITAL OKLAHOMA CITY, INC",1452.538873,35.606813,-97.5994803
ALLIANCEHEALTH DURANT,1010.775259,34.0072121,-96.3942557
HILLCREST HOSPITAL PRYOR,1474.747983,36.3082982,-95.3042879
INTEGRIS BASS BAPTIST HEALTH CENTER,1465.791224,36.3903339,-97.8875627
"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",1270.479083,36.7507263,-95.9380844
GREAT PLAINS REGIONAL MEDICAL CENTER,934.2713746,35.4142324,-99.4251462
MERCY HOSPITAL ADA,1064.656022,34.7781509,-96.6334993
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1138.559876,34.6369701,-99.3171146
"DUNCAN REGIONAL HOSPITAL, INC",1132.833484,34.52019,-97.975989
SAINT FRANCIS HOSPITAL MUSKOGEE,1122.533899,35.7543814,-95.4067995
ST MARY'S REGIONAL MEDICAL CENTER,1106.276254,36.3937744,-97.8711324
"INTEGRIS BAPTIST MEDICAL CENTER, INC",3050.311132,35.5292451,-97.5756798
ALLIANCEHEALTH CLINTON,1086.696244,35.514514,-98.996485
BLACKWELL REGIONAL HOSPITAL,983.0964943,36.7979196,-97.2999387
ALLIANCEHEALTH DEACONESS,1355.203032,35.5265714,-97.5843228
MCALESTER REGIONAL HEALTH CENTER AUTHORITY,1316.137948,34.9361659,-95.7502711
ST ANTHONY HOSPITAL,1593.978431,35.4767215,-97.5242843
